"","year","TL","sd","spp"
"1",1890,2.05689101544359,0.05582604824184,"PALI"
"2",1891,2.04653367858495,0.0573595897754342,"PALI"
"3",1892,2.03640396808369,0.0588247403120854,"PALI"
"4",1893,2.02650087554353,0.0602131766527157,"PALI"
"5",1894,2.0168231434766,0.0615191151071507,"PALI"
"6",1895,2.00736943939254,0.0627385900197148,"PALI"
"7",1896,1.99813841468836,0.0638690456770446,"PALI"
"8",1897,1.98912870484833,0.0649090693004967,"PALI"
"9",1898,1.98033892964336,0.0658581776833359,"PALI"
"10",1899,1.97176769333721,0.0667166460462715,"PALI"
"11",1900,1.96341358490898,0.0674853700720999,"PALI"
"12",1901,1.95527517830482,0.0681657540181185,"PALI"
"13",1902,1.94735103273506,0.0687596193417124,"PALI"
"14",1903,1.93963970295922,0.0692691700162907,"PALI"
"15",1904,1.93213982185698,0.0696968203049639,"PALI"
"16",1905,1.92485023881256,0.0700442395571939,"PALI"
"17",1906,1.91776989037766,0.0703128785638266,"PALI"
"18",1907,1.91089775644165,0.0705041607701035,"PALI"
"19",1908,1.90423286185288,0.070619453005032,"PALI"
"20",1909,1.89777427813015,0.0706600406576647,"PALI"
"21",1910,1.89152112526552,0.0706271065536458,"PALI"
"22",1911,1.88547257361705,0.0705217129613474,"PALI"
"23",1912,1.87962784588615,0.0703447863036337,"PALI"
"24",1913,1.87398621916944,0.0700971042777549,"PALI"
"25",1914,1.8685470270682,0.06977928519956,"PALI"
"26",1915,1.86330966182991,0.0693917794956542,"PALI"
"27",1916,1.85827357648504,0.0689348633742597,"PALI"
"28",1917,1.85343828692726,0.0684086348182457,"PALI"
"29",1918,1.8488033738663,0.0678130121680785,"PALI"
"30",1919,1.84436848455762,0.0671477357049775,"PALI"
"31",1920,1.84013333418112,0.0664123728128866,"PALI"
"32",1921,1.83609770669973,0.0656063275009104,"PALI"
"33",1922,1.83226145497569,0.0647288553162549,"PALI"
"34",1923,1.82862449985354,0.0637790849843741,"PALI"
"35",1924,1.82518682783137,0.0627560484934386,"PALI"
"36",1925,1.82194848682822,0.0616587218130158,"PALI"
"37",1926,1.81890957941063,0.060486079023602,"PALI"
"38",1927,1.81607025265375,0.0592371633587193,"PALI"
"39",1928,1.81343068357244,0.0579111795498941,"PALI"
"40",1929,1.81099105874707,0.0565076129390568,"PALI"
"41",1930,1.80875154636918,0.0550263820929782,"PALI"
"42",1931,1.80671225841414,0.0534680331016081,"PALI"
"43",1932,1.80487319997577,0.0518339852863786,"PALI"
"44",1933,1.80323420191838,0.0501268394835955,"PALI"
"45",1934,1.80179483184283,0.0483507609688974,"PALI"
"46",1935,1.80055427681405,0.0465119485948576,"PALI"
"47",1936,1.79951118919165,0.0446191982173927,"PALI"
"48",1937,1.7986634839775,0.0426845590995523,"PALI"
"49",1938,1.79800807192047,0.0407240617589859,"PALI"
"50",1939,1.79754050653901,0.038758456743285,"PALI"
"51",1940,1.79725451432196,0.0368138346833695,"PALI"
"52",1941,1.79714136489124,0.0349218855975703,"PALI"
"53",1942,1.79718902352147,0.0331193932792652,"PALI"
"54",1943,1.79738102537701,0.0314463707969849,"PALI"
"55",1944,1.79769507624172,0.029942118534228,"PALI"
"56",1945,1.79810171678707,0.0286386442329277,"PALI"
"57",1946,1.79856453767997,0.0275517001853413,"PALI"
"58",1947,1.79904627530226,0.0266717267741391,"PALI"
"59",1948,1.79952790676567,0.0259611085056209,"PALI"
"60",1949,1.80222101211907,0.0253363783843008,"PALI"
"61",1950,1.80720640353843,0.0247969112788143,"PALI"
"62",1951,1.81216650994472,0.0243818330052931,"PALI"
"63",1952,1.81693052186073,0.0240974116002885,"PALI"
"64",1953,1.82138441251557,0.0239470269818104,"PALI"
"65",1954,1.82547195461408,0.0239270902502525,"PALI"
"66",1955,1.8291790909056,0.0240274389083886,"PALI"
"67",1956,1.83251777807882,0.0242333786506989,"PALI"
"68",1957,1.83551385812228,0.024527924017055,"PALI"
"69",1958,1.83819910196057,0.0248936156316923,"PALI"
"70",1959,1.84060641388811,0.0253137525739625,"PALI"
"71",1960,1.84276715362146,0.0257730968070042,"PALI"
"72",1961,1.84470978487552,0.0262581822324102,"PALI"
"73",1962,1.84645931629726,0.0267573638204057,"PALI"
"74",1963,1.84803719478029,0.0272607158392749,"PALI"
"75",1964,1.849461442562,0.0277598558935295,"PALI"
"76",1965,1.85074691369658,0.0282477435606524,"PALI"
"77",1966,1.85190559780156,0.0287184818202159,"PALI"
"78",1967,1.85294668154653,0.0291671700563005,"PALI"
"79",1968,1.85387621491435,0.0295898556974232,"PALI"
"80",1969,1.85469831291119,0.0299833002245872,"PALI"
"81",1970,1.85541563440893,0.0303448198739745,"PALI"
"82",1971,1.8560295614131,0.0306721837203439,"PALI"
"83",1972,1.85654035954095,0.0309635337487286,"PALI"
"84",1973,1.8569473201816,0.0312173232803505,"PALI"
"85",1974,1.85724888558067,0.0314322706800183,"PALI"
"86",1975,1.857442758441,0.0316073258650774,"PALI"
"87",1976,1.85752599773192,0.0317416476960682,"PALI"
"88",1977,1.85749510236009,0.0318345908325667,"PALI"
"89",1978,1.85734608424292,0.031885701081284,"PALI"
"90",1979,1.85707453217888,0.031894718654541,"PALI"
"91",1980,1.85667566775379,0.0318615891070113,"PALI"
